year,round,constructorId,points,position,positionText,wins
2017,5,mclaren,0,10,10,0
2017,6,ferrari,196,1,1,3
2017,6,mercedes,179,2,2,3
2017,6,red_bull,97,3,3,0
2017,6,force_india,53,4,4,0
2017,6,toro_rosso,29,5,5,0
2017,6,williams,20,6,6,0
2017,6,renault,14,7,7,0
2017,6,haas,14,8,8,0
2017,6,sauber,4,9,9,0
2017,6,mclaren,0,10,10,0
2017,7,mercedes,222,1,1,4
2017,7,ferrari,214,2,2,3
2017,7,red_bull,112,3,3,0
2017,7,force_india,71,4,4,0
2017,7,toro_rosso,29,5,5,0
2017,7,williams,22,6,6,0
2017,7,renault,18,7,7,0
2017,7,haas,15,8,8,0
2017,7,sauber,4,9,9,0
2017,7,mclaren,0,10,10,0
2017,8,mercedes,250,1,1,4
2017,8,ferrari,226,2,2,3
2017,8,red_bull,137,3,3,1
2017,8,force_india,79,4,4,0
2017,8,williams,37,5,5,0
2017,8,toro_rosso,33,6,6,0
2017,8,haas,21,7,7,0
2017,8,renault,18,8,8,0
2017,8,sauber,5,9,9,0
2017,8,mclaren,2,10,10,0
2017,9,mercedes,287,1,1,5
2017,9,ferrari,254,2,2,3
2017,9,red_bull,152,3,3,1
2017,9,force_india,89,4,4,0
2017,9,williams,40,5,5,0
2017,9,toro_rosso,33,6,6,0
2017,9,haas,29,7,7,0
2017,9,renault,18,8,8,0
2017,9,sauber,5,9,9,0
2017,9,mclaren,2,10,10,0
2017,10,mercedes,330,1,1,6
2017,10,ferrari,275,2,2,3
2017,10,red_bull,174,3,3,1
2017,10,force_india,95,4,4,0
2017,10,williams,41,5,5,0
2017,10,toro_rosso,33,6,6,0
2017,10,haas,29,7,7,0
2017,10,renault,26,8,8,0
2017,10,sauber,5,9,9,0
2017,10,mclaren,2,10,10,0
2017,11,mercedes,357,1,1,6
2017,11,ferrari,318,2,2,4
2017,11,red_bull,184,3,3,1
2017,11,force_india,101,4,4,0
2017,11,williams,41,5,5,0
2017,11,toro_rosso,39,6,6,0
2017,11,haas,29,7,7,0
2017,11,renault,26,8,8,0
2017,11,mclaren,11,9,9,0
2017,11,sauber,5,10,10,0
2017,12,mercedes,392,1,1,7
2017,12,ferrari,348,2,2,4
2017,12,red_bull,199,3,3,1
2017,12,force_india,103,4,4,0
2017,12,williams,45,5,5,0
2017,12,toro_rosso,40,6,6,0
2017,12,haas,35,7,7,0
2017,12,renault,34,8,8,0
2017,12,mclaren,11,9,9,0
2017,12,sauber,5,10,10,0
2017,13,mercedes,435,1,1,8
2017,13,ferrari,373,2,2,4
2017,13,red_bull,212,3,3,1
2017,13,force_india,113,4,4,0
2017,13,williams,55,5,5,0
2017,13,toro_rosso,40,6,6,0
2017,13,haas,35,7,7,0
2017,13,renault,34,8,8,0
2017,13,mclaren,11,9,9,0
2017,13,sauber,5,10,10,0
2017,14,mercedes,475,1,1,9
2017,14,ferrari,373,2,2,4
2017,14,red_bull,230,3,3,1
2017,14,force_india,124,4,4,0
2017,14,williams,59,5,5,0
2017,14,toro_rosso,52,6,6,0
2017,14,renault,42,7,7,0
2017,14,haas,37,8,8,0
2017,14,mclaren,17,9,9,0
2017,14,sauber,5,10,10,0
2017,15,mercedes,503,1,1,9
2017,15,ferrari,385,2,2,4
2017,15,red_bull,270,3,3,2
2017,15,force_india,133,4,4,0
2017,15,williams,65,5,5,0
2017,15,toro_rosso,52,6,6,0
2017,15,renault,42,7,7,0
2017,15,haas,37,8,8,0
2017,15,mclaren,23,9,9,0
2017,15,sauber,5,10,10,0
2017,16,mercedes,540,1,1,10
2017,16,ferrari,395,2,2,4
2017,16,red_bull,303,3,3,2
2017,16,force_india,147,4,4,0
2017,16,williams,66,5,5,0
2017,16,toro_rosso,52,6,6,0
2017,16,haas,43,7,7,0
2017,16,renault,42,8,8,0
2017,16,mclaren,23,9,9,0
2017,16,sauber,5,10,10,0
2017,17,mercedes,575,1,1,11
2017,17,ferrari,428,2,2,4
2017,17,red_bull,315,3,3,2
2017,17,force_india,159,4,4,0
2017,17,williams,68,5,5,0
2017,17,toro_rosso,53,6,6,0
2017,17,renault,48,7,7,0
2017,17,haas,43,8,8,0
2017,17,mclaren,23,9,9,0
2017,17,sauber,5,10,10,0
2017,18,mercedes,595,1,1,11
2017,18,ferrari,455,2,2,4
2017,18,red_bull,340,3,3,3
2017,18,force_india,175,4,4,0
2017,18,williams,76,5,5,0
2017,18,toro_rosso,53,6,6,0
2017,18,renault,48,7,7,0
2017,18,haas,47,8,8,0
2017,18,mclaren,24,9,9,0
2017,18,sauber,5,10,10,0
2017,19,mercedes,625,1,1,11
2017,19,ferrari,495,2,2,5
2017,19,red_bull,358,3,3,3
2017,19,force_india,177,4,4,0
2017,19,williams,82,5,5,0
2017,19,toro_rosso,53,6,6,0
2017,19,renault,49,7,7,0
2017,19,haas,47,8,8,0
2017,19,mclaren,28,9,9,0
2017,19,sauber,5,10,10,0
2017,20,mercedes,668,1,1,12
2017,20,ferrari,522,2,2,5
2017,20,red_bull,368,3,3,3
2017,20,force_india,187,4,4,0
2017,20,williams,83,5,5,0
2017,20,renault,57,6,6,0
2017,20,toro_rosso,53,7,7,0
2017,20,haas,47,8,8,0
2017,20,mclaren,30,9,9,0
2017,20,sauber,5,10,10,0
2018,1,ferrari,40,1,1,1
2018,1,mercedes,22,2,2,0
2018,1,red_bull,20,3,3,0
2018,1,mclaren,12,4,4,0
2018,1,renault,7,5,5,0
2018,1,force_india,0,6,6,0
2018,1,sauber,0,7,7,0
2018,1,williams,0,8,8,0
2018,1,toro_rosso,0,9,9,0
2018,1,haas,0,10,10,0
2018,2,ferrari,65,1,1,2
2018,2,mercedes,55,2,2,0
2018,2,mclaren,22,3,3,0
2018,2,red_bull,20,4,4,0
2018,2,renault,15,5,5,0
2018,2,toro_rosso,12,6,6,0
2018,2,haas,10,7,7,0
2018,2,sauber,2,8,8,0
2018,2,force_india,1,9,9,0
2018,2,williams,0,10,10,0
2018,3,mercedes,85,1,1,0
2018,3,ferrari,84,2,2,2
2018,3,red_bull,55,3,3,1
2018,3,mclaren,28,4,4,0
2018,3,renault,25,5,5,0
2018,3,toro_rosso,12,6,6,0
2018,3,haas,11,7,7,0
2018,3,sauber,2,8,8,0
2018,3,force_india,1,9,9,0
2018,3,williams,0,10,10,0
2018,4,ferrari,114,1,1,2
2018,4,mercedes,110,2,2,1
2018,4,red_bull,55,3,3,1
2018,4,mclaren,36,4,4,0
2018,4,renault,35,5,5,0
2018,4,force_india,16,6,6,0
2018,4,toro_rosso,13,7,7,0
2018,4,haas,11,8,8,0
2018,4,sauber,10,9,9,0
2018,4,williams,4,10,10,0
2018,5,mercedes,153,1,1,2
2018,5,ferrari,126,2,2,2
2018,5,red_bull,80,3,3,1
2018,5,renault,41,4,4,0
2018,5,mclaren,40,5,5,0
2018,5,haas,19,6,6,0
2018,5,force_india,18,7,7,0
2018,5,toro_rosso,13,8,8,0
2018,5,sauber,11,9,9,0
2018,5,williams,4,10,10,0
2018,6,mercedes,178,1,1,2
2018,6,ferrari,156,2,2,2
2018,6,red_bull,107,3,3,2
2018,6,renault,46,4,4,0
2018,6,mclaren,40,5,5,0
2018,6,force_india,26,6,6,0
2018,6,toro_rosso,19,7,7,0
2018,6,haas,19,8,8,0
2018,6,sauber,11,9,9,0
2018,6,williams,4,10,10,0
2018,7,mercedes,206,1,1,2
2018,7,ferrari,189,2,2,3
2018,7,red_bull,134,3,3,2
2018,7,renault,56,4,4,0
2018,7,mclaren,40,5,5,0
2018,7,force_india,28,6,6,0
2018,7,toro_rosso,19,7,7,0
2018,7,haas,19,8,8,0
2018,7,sauber,12,9,9,0
2018,7,williams,4,10,10,0
2018,8,mercedes,237,1,1,3
2018,8,ferrari,214,2,2,3
2018,8,red_bull,164,3,3,2
2018,8,renault,62,4,4,0
2018,8,mclaren,40,5,5,0
2018,8,force_india,28,6,6,0
2018,8,haas,27,7,7,0
2018,8,toro_rosso,19,8,8,0
2018,8,sauber,13,9,9,0
2018,8,williams,4,10,10,0
2018,9,ferrari,247,1,1,3
2018,9,mercedes,237,2,2,3
2018,9,red_bull,189,3,3,3
2018,9,renault,62,4,4,0
2018,9,haas,49,5,5,0
2018,9,mclaren,44,6,6,0
2018,9,force_india,42,7,7,0
2018,9,toro_rosso,19,8,8,0
2018,9,sauber,16,9,9,0
2018,9,williams,4,10,10,0
2018,10,ferrari,287,1,1,4
2018,10,mercedes,267,2,2,3
2018,10,red_bull,199,3,3,3
2018,10,renault,70,4,4,0
2018,10,haas,51,5,5,0
2018,10,force_india,49,6,6,0
2018,10,mclaren,48,7,7,0
2018,10,toro_rosso,19,8,8,0
2018,10,sauber,16,9,9,0
2018,10,williams,4,10,10,0
2018,11,mercedes,310,1,1,4
2018,11,ferrari,302,2,2,4
2018,11,red_bull,211,3,3,3
2018,11,renault,80,4,4,0
2018,11,force_india,59,5,5,0
2018,11,haas,59,6,6,0
2018,11,mclaren,48,7,7,0
2018,11,toro_rosso,20,8,8,0
2018,11,sauber,18,9,9,0
2018,11,williams,4,10,10,0
2018,12,mercedes,345,1,1,5
2018,12,ferrari,335,2,2,4
2018,12,red_bull,223,3,3,3
2018,12,renault,82,4,4,0
2018,12,haas,66,5,5,0
2018,12,force_india,59,6,6,0
2018,12,mclaren,52,7,7,0
2018,12,toro_rosso,28,8,8,0
2018,12,sauber,18,9,9,0
2018,12,williams,4,10,10,0
2018,13,mercedes,375,1,1,5
2018,13,ferrari,360,2,2,5
2018,13,red_bull,238,3,3,3
2018,13,renault,82,4,4,0
2018,13,haas,76,5,5,0
2018,13,mclaren,52,6,6,0
2018,13,toro_rosso,30,7,7,0
2018,13,sauber,19,8,8,0
2018,13,force_india,18,9,9,0
2018,13,williams,4,10,10,0
2018,14,mercedes,415,1,1,6
2018,14,ferrari,390,2,2,5
2018,14,red_bull,248,3,3,3
2018,14,renault,86,4,4,0
2018,14,haas,76,5,5,0
2018,14,mclaren,52,6,6,0
2018,14,force_india,32,7,7,0
2018,14,toro_rosso,30,8,8,0
2018,14,sauber,19,9,9,0
2018,14,williams,7,10,10,0
2018,15,mercedes,452,1,1,7
2018,15,ferrari,415,2,2,5
2018,15,red_bull,274,3,3,3
2018,15,renault,91,4,4,0
2018,15,haas,76,5,5,0
2018,15,mclaren,58,6,6,0
2018,15,force_india,32,7,7,0
2018,15,toro_rosso,30,8,8,0
2018,15,sauber,21,9,9,0
2018,15,williams,7,10,10,0
2018,16,mercedes,495,1,1,8
2018,16,ferrari,442,2,2,5
2018,16,red_bull,292,3,3,3
2018,16,renault,91,4,4,0
2018,16,haas,80,5,5,0
2018,16,mclaren,58,6,6,0
2018,16,force_india,35,7,7,0
2018,16,toro_rosso,30,8,8,0
2018,16,sauber,27,9,9,0
2018,16,williams,7,10,10,0
2018,17,mercedes,538,1,1,9
2018,17,ferrari,460,2,2,5
2018,17,red_bull,319,3,3,3
2018,17,renault,92,4,4,0
2018,17,haas,84,5,5,0
2018,17,mclaren,58,6,6,0
2018,17,force_india,43,7,7,0
2018,17,toro_rosso,30,8,8,0
2018,17,sauber,27,9,9,0
2018,17,williams,7,10,10,0
2018,18,mercedes,563,1,1,9
2018,18,ferrari,497,2,2,6
2018,18,red_bull,337,3,3,3
2018,18,renault,106,4,4,0
2018,18,haas,84,5,5,0
2018,18,mclaren,58,6,6,0
2018,18,force_india,47,7,7,0
2018,18,toro_rosso,32,8,8,0
2018,18,sauber,28,9,9,0
2018,18,williams,7,10,10,0
2018,19,mercedes,585,1,1,9
2018,19,ferrari,530,2,2,6
2018,19,red_bull,362,3,3,4
2018,19,renault,114,4,4,0
2018,19,haas,84,5,5,0
2018,19,mclaren,62,6,6,0
2018,19,force_india,47,7,7,0
2018,19,sauber,36,8,8,0
2018,19,toro_rosso,33,9,9,0
2018,19,williams,7,10,10,0
2018,20,mercedes,620,1,1,10
2018,20,ferrari,553,2,2,6
2018,20,red_bull,392,3,3,4
2018,20,renault,114,4,4,0
2018,20,haas,90,5,5,0
2018,20,mclaren,62,6,6,0
2018,20,force_india,48,7,7,0
2018,20,sauber,42,8,8,0
2018,20,toro_rosso,33,9,9,0
2018,20,williams,7,10,10,0
2018,21,mercedes,655,1,1,11
2018,21,ferrari,571,2,2,6
2018,21,red_bull,419,3,3,4
2018,21,renault,122,4,4,0
2018,21,haas,93,5,5,0
2018,21,mclaren,62,6,6,0
2018,21,force_india,52,7,7,0
2018,21,sauber,48,8,8,0
2018,21,toro_rosso,33,9,9,0
2018,21,williams,7,10,10,0
2019,1,mercedes,44,1,1,1
2019,1,ferrari,22,2,2,0
2019,1,red_bull,15,3,3,0
2019,1,haas,8,4,4,0
2019,1,renault,6,5,5,0
2019,1,alfa,4,6,6,0
2019,1,racing_point,2,7,7,0
2019,1,toro_rosso,1,8,8,0
2019,1,mclaren,0,9,9,0
2019,1,williams,0,10,10,0
2019,2,mercedes,87,1,1,2
2019,2,ferrari,48,2,2,0
2019,2,red_bull,31,3,3,0
2019,2,alfa,10,4,4,0
2019,2,mclaren,8,5,5,0
2019,2,haas,8,6,6,0
2019,2,renault,6,7,7,0
2019,2,toro_rosso,3,8,8,0
2019,2,racing_point,3,9,9,0
2019,2,williams,0,10,10,0
2019,3,mercedes,130,1,1,3
2019,3,ferrari,73,2,2,0
2019,3,red_bull,52,3,3,0
2019,3,renault,12,4,4,0
2019,3,alfa,12,5,5,0
2019,3,haas,8,6,6,0
2019,3,mclaren,8,7,7,0
2019,3,racing_point,7,8,8,0
2019,3,toro_rosso,4,9,9,0
2019,3,williams,0,10,10,0
2019,4,mercedes,173,1,1,4
2019,4,ferrari,99,2,2,0
2019,4,red_bull,64,3,3,0
2019,4,mclaren,18,4,4,0
2019,4,racing_point,17,5,5,0
2019,4,alfa,13,6,6,0
2019,4,renault,12,7,7,0
2019,4,haas,8,8,8,0
2019,4,toro_rosso,4,9,9,0
2019,4,williams,0,10,10,0
2019,5,mercedes,217,1,1,5
2019,5,ferrari,121,2,2,0
2019,5,red_bull,87,3,3,0
2019,5,mclaren,22,4,4,0
2019,5,racing_point,17,5,5,0
2019,5,haas,15,6,6,0
2019,5,alfa,13,7,7,0
2019,5,renault,12,8,8,0
2019,5,toro_rosso,6,9,9,0
2019,5,williams,0,10,10,0
2019,6,mercedes,257,1,1,6
2019,6,ferrari,139,2,2,0
2019,6,red_bull,110,3,3,0
2019,6,mclaren,30,4,4,0
2019,6,racing_point,17,5,5,0
2019,6,haas,16,6,6,0
2019,6,toro_rosso,16,7,7,0
2019,6,renault,14,8,8,0
2019,6,alfa,13,9,9,0
2019,6,williams,0,10,10,0
2019,7,mercedes,295,1,1,7
2019,7,ferrari,172,2,2,0
2019,7,red_bull,124,3,3,0
2019,7,mclaren,30,4,4,0
2019,7,renault,28,5,5,0
2019,7,racing_point,19,6,6,0
2019,7,toro_rosso,17,7,7,0
2019,7,haas,16,8,8,0
2019,7,alfa,13,9,9,0
2019,7,williams,0,10,10,0
2019,8,mercedes,338,1,1,8
2019,8,ferrari,198,2,2,0
2019,8,red_bull,137,3,3,0
2019,8,mclaren,40,4,4,0
2019,8,renault,32,5,5,0
2019,8,racing_point,19,6,6,0
2019,8,alfa,19,7,7,0
2019,8,toro_rosso,17,8,8,0
2019,8,haas,16,9,9,0
2019,8,williams,0,10,10,0
2019,9,mercedes,363,1,1,8
2019,9,ferrari,228,2,2,0
2019,9,red_bull,169,3,3,1
2019,9,mclaren,52,4,4,0
2019,9,renault,32,5,5,0
2019,9,alfa,22,6,6,0
2019,9,racing_point,19,7,7,0
2019,9,toro_rosso,17,8,8,0
2019,9,haas,16,9,9,0
2019,9,williams,0,10,10,0
2019,10,mercedes,407,1,1,9
2019,10,ferrari,243,2,2,0
2019,10,red_bull,191,3,3,1
2019,10,mclaren,60,4,4,0
2019,10,renault,39,5,5,0
2019,10,alfa,26,6,6,0
2019,10,racing_point,19,7,7,0
2019,10,toro_rosso,19,8,8,0
2019,10,haas,16,9,9,0
2019,10,williams,0,10,10,0
2019,11,mercedes,409,1,1,9
2019,11,ferrari,261,2,2,0
2019,11,red_bull,217,3,3,2
2019,11,mclaren,70,4,4,0
2019,11,toro_rosso,42,5,5,0
2019,11,renault,39,6,6,0
2019,11,racing_point,31,7,7,0
2019,11,haas,26,8,8,0
2019,11,alfa,26,9,9,0
2019,11,williams,1,10,10,0
2019,12,mercedes,438,1,1,10
2019,12,ferrari,288,2,2,0
2019,12,red_bull,244,3,3,2
2019,12,mclaren,82,4,4,0
2019,12,toro_rosso,43,5,5,0
2019,12,renault,39,6,6,0
2019,12,alfa,32,7,7,0
2019,12,racing_point,31,8,8,0
2019,12,haas,26,9,9,0
2019,12,williams,1,10,10,0
2019,13,mercedes,471,1,1,10
2019,13,ferrari,326,2,2,1
2019,13,red_bull,254,3,3,2
2019,13,mclaren,82,4,4,0
2019,13,toro_rosso,51,5,5,0
2019,13,renault,43,6,6,0
2019,13,racing_point,40,7,7,0
2019,13,alfa,32,8,8,0
2019,13,haas,26,9,9,0
2019,13,williams,1,10,10,0
2019,14,mercedes,505,1,1,10
2019,14,ferrari,351,2,2,2
2019,14,red_bull,266,3,3,2
2019,14,mclaren,83,4,4,0
2019,14,renault,65,5,5,0
2019,14,toro_rosso,51,6,6,0
2019,14,racing_point,46,7,7,0
2019,14,alfa,34,8,8,0
2019,14,haas,26,9,9,0
2019,14,williams,1,10,10,0
2019,15,mercedes,527,1,1,10
2019,15,ferrari,394,2,2,3
2019,15,red_bull,289,3,3,2
2019,15,mclaren,89,4,4,0
2019,15,renault,67,5,5,0
2019,15,toro_rosso,55,6,6,0
2019,15,racing_point,46,7,7,0
2019,15,alfa,35,8,8,0
2019,15,haas,26,9,9,0
2019,15,williams,1,10,10,0
2019,16,mercedes,571,1,1,11
2019,16,ferrari,409,2,2,3
2019,16,red_bull,311,3,3,2
2019,16,mclaren,101,4,4,0
2019,16,renault,68,5,5,0
2019,16,toro_rosso,55,6,6,0
2019,16,racing_point,52,7,7,0
2019,16,alfa,35,8,8,0
2019,16,haas,28,9,9,0
2019,16,williams,1,10,10,0
2019,17,mercedes,612,1,1,12
2019,17,ferrari,435,2,2,3
2019,17,red_bull,323,3,3,2
2019,17,mclaren,111,4,4,0
2019,17,renault,68,5,5,0
2019,17,toro_rosso,62,6,6,0
2019,17,racing_point,58,7,7,0
2019,17,alfa,35,8,8,0
2019,17,haas,28,9,9,0
2019,17,williams,1,10,10,0
2019,18,mercedes,652,1,1,13
2019,18,ferrari,466,2,2,3
2019,18,red_bull,341,3,3,2
2019,18,mclaren,111,4,4,0
2019,18,renault,73,5,5,0
2019,18,toro_rosso,64,6,6,0
2019,18,racing_point,64,7,7,0
2019,18,alfa,35,8,8,0
2019,18,haas,28,9,9,0
2019,18,williams,1,10,10,0
2019,19,mercedes,695,1,1,14
2019,19,ferrari,479,2,2,3
2019,19,red_bull,366,3,3,2
2019,19,mclaren,121,4,4,0
2019,19,renault,83,5,5,0
2019,19,racing_point,65,6,6,0
2019,19,toro_rosso,64,7,7,0
2019,19,alfa,35,8,8,0
2019,19,haas,28,9,9,0
2019,19,williams,1,10,10,0
2019,20,mercedes,701,1,1,14
2019,20,ferrari,479,2,2,3
2019,20,red_bull,391,3,3,3
2019,20,mclaren,140,4,4,0
2019,20,renault,91,5,5,0
2019,20,toro_rosso,83,6,6,0
2019,20,racing_point,67,7,7,0
2019,20,alfa,57,8,8,0
2019,20,haas,28,9,9,0
2019,20,williams,1,10,10,0
2019,21,mercedes,739,1,1,15
2019,21,ferrari,504,2,2,3
2019,21,red_bull,417,3,3,3
2019,21,mclaren,145,4,4,0
2019,21,renault,91,5,5,0
2019,21,toro_rosso,85,6,6,0
2019,21,racing_point,73,7,7,0
2019,21,alfa,57,8,8,0
2019,21,haas,28,9,9,0
2019,21,williams,1,10,10,0
2020,1,mercedes,37,1,1,1
2020,1,mclaren,26,2,2,0
2020,1,ferrari,19,3,3,0
2020,1,racing_point,8,4,4,0
2020,1,alphatauri,6,5,5,0
2020,1,renault,4,6,6,0
2020,1,alfa,2,7,7,0
2020,1,williams,0,8,8,0
2020,1,red_bull,0,9,9,0
2020,1,haas,0,10,10,0
2020,2,mercedes,80,1,1,2
2020,2,mclaren,39,2,2,0
2020,2,red_bull,27,3,3,0
2020,2,racing_point,22,4,4,0
2020,2,ferrari,19,5,5,0
2020,2,renault,8,6,6,0
2020,2,alphatauri,7,7,7,0
2020,2,alfa,2,8,8,0
2020,2,williams,0,9,9,0
2020,2,haas,0,10,10,0
2020,3,mercedes,121,1,1,3
2020,3,red_bull,55,2,2,0
2020,3,mclaren,41,3,3,0
2020,3,racing_point,40,4,4,0
2020,3,ferrari,27,5,5,0
2020,3,renault,12,6,6,0
2020,3,alphatauri,7,7,7,0
2020,3,alfa,2,8,8,0
2020,3,haas,1,9,9,0
2020,3,williams,0,10,10,0
2020,4,mercedes,146,1,1,4
2020,4,red_bull,78,2,2,0
2020,4,mclaren,51,3,3,0
2020,4,ferrari,43,4,4,0
2020,4,racing_point,42,5,5,0
2020,4,renault,32,6,6,0
2020,4,alphatauri,13,7,7,0
2020,4,alfa,2,8,8,0
2020,4,haas,1,9,9,0
2020,4,williams,0,10,10,0
2020,5,mercedes,180,1,1,4
2020,5,red_bull,113,2,2,1
2020,5,ferrari,55,3,3,0
2020,5,mclaren,53,4,4,0
2020,5,racing_point,41,5,5,0
2020,5,renault,36,6,6,0
2020,5,alphatauri,14,7,7,0
2020,5,alfa,2,8,8,0
2020,5,haas,1,9,9,0
2020,5,williams,0,10,10,0
2020,6,mercedes,221,1,1,5
2020,6,red_bull,135,2,2,1
2020,6,racing_point,63,3,3,0
2020,6,mclaren,62,4,4,0
2020,6,ferrari,61,5,5,0
2020,6,renault,36,6,6,0
2020,6,alphatauri,16,7,7,0
2020,6,alfa,2,8,8,0
2020,6,haas,1,9,9,0
2020,6,williams,0,10,10,0
2020,7,mercedes,264,1,1,6
2020,7,red_bull,158,2,2,1
2020,7,mclaren,68,3,3,0
2020,7,racing_point,66,4,4,0
2020,7,ferrari,61,5,5,0
2020,7,renault,59,6,6,0
2020,7,alphatauri,20,7,7,0
2020,7,alfa,2,8,8,0
2020,7,haas,1,9,9,0
2020,7,williams,0,10,10,0
2020,8,mercedes,281,1,1,6
2020,8,red_bull,158,2,2,1
2020,8,mclaren,98,3,3,0
2020,8,racing_point,82,4,4,0
2020,8,renault,71,5,5,0
2020,8,ferrari,61,6,6,0
2020,8,alphatauri,47,7,7,1
2020,8,alfa,2,8,8,0
2020,8,haas,1,9,9,0
2020,8,williams,0,10,10,0
2020,9,mercedes,325,1,1,7
2020,9,red_bull,173,2,2,1
2020,9,mclaren,106,3,3,0
2020,9,racing_point,92,4,4,0
2020,9,renault,83,5,5,0
2020,9,ferrari,66,6,6,0
2020,9,alphatauri,53,7,7,1
2020,9,alfa,4,8,8,0
2020,9,haas,1,9,9,0
2020,9,williams,0,10,10,0
2020,10,mercedes,366,1,1,8
2020,10,red_bull,192,2,2,1
2020,10,mclaren,106,3,3,0
2020,10,racing_point,104,4,4,0
2020,10,renault,99,5,5,0
2020,10,ferrari,74,6,6,0
2020,10,alphatauri,59,7,7,1
2020,10,alfa,4,8,8,0
2020,10,haas,1,9,9,0
2020,10,williams,0,10,10,0
2020,11,mercedes,391,1,1,9
2020,11,red_bull,211,2,2,1
2020,11,racing_point,120,3,3,0
2020,11,mclaren,116,4,4,0
2020,11,renault,114,5,5,0
2020,11,ferrari,80,6,6,0
2020,11,alphatauri,67,7,7,1
2020,11,alfa,5,8,8,0
2020,11,haas,3,9,9,0
2020,11,williams,0,10,10,0
2020,12,mercedes,435,1,1,10
2020,12,red_bull,226,2,2,1
2020,12,racing_point,126,3,3,0
2020,12,mclaren,124,4,4,0
2020,12,renault,120,5,5,0
2020,12,ferrari,93,6,6,0
2020,12,alphatauri,77,7,7,1
2020,12,alfa,5,8,8,0
2020,12,haas,3,9,9,0
2020,12,williams,0,10,10,0
2020,13,mercedes,479,1,1,11
2020,13,red_bull,226,2,2,1
2020,13,renault,135,3,3,0
2020,13,mclaren,134,4,4,0
2020,13,racing_point,134,5,5,0
2020,13,ferrari,103,6,6,0
2020,13,alphatauri,89,7,7,1
2020,13,alfa,8,8,8,0
2020,13,haas,3,9,9,0
2020,13,williams,0,10,10,0
2020,14,mercedes,504,1,1,12
2020,14,red_bull,240,2,2,1
2020,14,racing_point,154,3,3,0
2020,14,mclaren,149,4,4,0
2020,14,renault,136,5,5,0
2020,14,ferrari,130,6,6,0
2020,14,alphatauri,89,7,7,1
2020,14,alfa,8,8,8,0
2020,14,haas,3,9,9,0
2020,14,williams,0,10,10,0
2020,15,mercedes,533,1,1,13
2020,15,red_bull,274,2,2,1
2020,15,mclaren,171,3,3,0
2020,15,racing_point,154,4,4,0
2020,15,renault,144,5,5,0
2020,15,ferrari,131,6,6,0
2020,15,alphatauri,97,7,7,1
2020,15,alfa,8,8,8,0
2020,15,haas,3,9,9,0
2020,15,williams,0,10,10,0
2020,16,mercedes,540,1,1,13
2020,16,red_bull,282,2,2,1
2020,16,racing_point,194,3,3,1
2020,16,mclaren,184,4,4,0
2020,16,renault,172,5,5,0
2020,16,ferrari,131,6,6,0
2020,16,alphatauri,103,7,7,1
2020,16,alfa,8,8,8,0
2020,16,haas,3,9,9,0
2020,16,williams,0,10,10,0
2020,17,mercedes,573,1,1,13
2020,17,red_bull,319,2,2,2
2020,17,mclaren,202,3,3,0
2020,17,racing_point,195,4,4,1
2020,17,renault,181,5,5,0
2020,17,ferrari,131,6,6,0
2020,17,alphatauri,107,7,7,1
2020,17,alfa,8,8,8,0
2020,17,haas,3,9,9,0
2020,17,williams,0,10,10,0
2021,1,mercedes,41,1,1,1
2021,1,red_bull,28,2,2,0
2021,1,mclaren,18,3,3,0
2021,1,ferrari,12,4,4,0
2021,1,alphatauri,2,5,5,0
2021,1,aston_martin,1,6,6,0
2021,1,alfa,0,7,7,0
2021,1,alpine,0,8,8,0
2021,1,williams,0,9,9,0
2021,1,haas,0,10,10,0
2021,2,mercedes,60,1,1,1
2021,2,red_bull,53,2,2,1
2021,2,mclaren,41,3,3,0
2021,2,ferrari,34,4,4,0
2021,2,alphatauri,8,5,5,0
2021,2,aston_martin,5,6,6,0
2021,2,alpine,3,7,7,0
2021,2,alfa,0,8,8,0
2021,2,williams,0,9,9,0
2021,2,haas,0,10,10,0
2021,3,mercedes,101,1,1,2
2021,3,red_bull,83,2,2,1
2021,3,mclaren,53,3,3,0
2021,3,ferrari,42,4,4,0
2021,3,alpine,13,5,5,0
2021,3,alphatauri,9,6,6,0
2021,3,aston_martin,5,7,7,0
2021,3,alfa,0,8,8,0
2021,3,williams,0,9,9,0
2021,3,haas,0,10,10,0
2021,4,mercedes,141,1,1,3
2021,4,red_bull,112,2,2,1
2021,4,mclaren,65,3,3,0
2021,4,ferrari,60,4,4,0
2021,4,alpine,15,5,5,0
2021,4,alphatauri,10,6,6,0
2021,4,aston_martin,5,7,7,0
2021,4,alfa,0,8,8,0
2021,4,williams,0,9,9,0
2021,4,haas,0,10,10,0
2021,5,red_bull,149,1,1,2
2021,5,mercedes,148,2,2,3
2021,5,mclaren,80,3,3,0
2021,5,ferrari,78,4,4,0
2021,5,aston_martin,19,5,5,0
2021,5,alphatauri,18,6,6,0
2021,5,alpine,17,7,7,0
2021,5,alfa,1,8,8,0
2021,5,williams,0,9,9,0
2021,5,haas,0,10,10,0
2021,6,red_bull,174,1,1,3
2021,6,mercedes,148,2,2,3
2021,6,ferrari,94,3,3,0
2021,6,mclaren,92,4,4,0
2021,6,alphatauri,39,5,5,0
2021,6,aston_martin,37,6,6,0
2021,6,alpine,25,7,7,0
2021,6,alfa,2,8,8,0
2021,6,haas,0,9,9,0
2021,6,williams,0,10,10,0
