year,round,driverId,position,points,positionText,wins
2015,3,kevin_magnussen,21,0,21,0
2015,4,hamilton,1,93,1,3
2015,4,rosberg,2,66,2,0
2015,4,vettel,3,65,3,1
2015,4,raikkonen,4,42,4,0
2015,4,massa,5,31,5,0
2015,4,bottas,6,30,6,0
2015,4,ricciardo,7,19,7,0
2015,4,nasr,8,14,8,0
2015,4,grosjean,9,12,9,0
2015,4,hulkenberg,10,6,10,0
2015,4,max_verstappen,11,6,11,0
2015,4,sainz,12,6,12,0
2015,4,perez,13,5,13,0
2015,4,ericsson,14,5,14,0
2015,4,kvyat,15,4,15,0
2015,4,alonso,16,0,16,0
2015,4,button,17,0,17,0
2015,4,merhi,18,0,18,0
2015,4,stevens,19,0,19,0
2015,4,maldonado,20,0,20,0
2015,4,kevin_magnussen,21,0,21,0
2015,5,hamilton,1,111,1,3
2015,5,rosberg,2,91,2,1
2015,5,vettel,3,80,3,1
2015,5,raikkonen,4,52,4,0
2015,5,bottas,5,42,5,0
2015,5,massa,6,39,6,0
2015,5,ricciardo,7,25,7,0
2015,5,grosjean,8,16,8,0
2015,5,nasr,9,14,9,0
2015,5,sainz,10,8,10,0
2015,5,max_verstappen,11,6,11,0
2015,5,hulkenberg,12,6,12,0
2015,5,perez,13,5,13,0
2015,5,ericsson,14,5,14,0
2015,5,kvyat,15,5,15,0
2015,5,alonso,16,0,16,0
2015,5,button,17,0,17,0
2015,5,merhi,18,0,18,0
2015,5,stevens,19,0,19,0
2015,5,maldonado,20,0,20,0
2015,5,kevin_magnussen,21,0,21,0
2015,6,hamilton,1,126,1,3
2015,6,rosberg,2,116,2,2
2015,6,vettel,3,98,3,1
2015,6,raikkonen,4,60,4,0
2015,6,bottas,5,42,5,0
2015,6,massa,6,39,6,0
2015,6,ricciardo,7,35,7,0
2015,6,kvyat,8,17,8,0
2015,6,nasr,9,16,9,0
2015,6,grosjean,10,16,10,0
2015,6,perez,11,11,11,0
2015,6,sainz,12,9,12,0
2015,6,hulkenberg,13,6,13,0
2015,6,max_verstappen,14,6,14,0
2015,6,ericsson,15,5,15,0
2015,6,button,16,4,16,0
2015,6,alonso,17,0,17,0
2015,6,merhi,18,0,18,0
2015,6,stevens,19,0,19,0
2015,6,maldonado,20,0,20,0
2015,6,kevin_magnussen,21,0,21,0
2015,7,hamilton,1,151,1,4
2015,7,rosberg,2,134,2,2
2015,7,vettel,3,108,3,1
2015,7,raikkonen,4,72,4,0
2015,7,bottas,5,57,5,0
2015,7,massa,6,47,6,0
2015,7,ricciardo,7,35,7,0
2015,7,kvyat,8,19,8,0
2015,7,grosjean,9,17,9,0
2015,7,nasr,10,16,10,0
2015,7,perez,11,11,11,0
2015,7,hulkenberg,12,10,12,0
2015,7,sainz,13,9,13,0
2015,7,max_verstappen,14,6,14,0
2015,7,maldonado,15,6,15,0
2015,7,ericsson,16,5,16,0
2015,7,button,17,4,17,0
2015,7,alonso,18,0,18,0
2015,7,merhi,19,0,19,0
2015,7,stevens,20,0,20,0
2015,7,kevin_magnussen,21,0,21,0
2015,8,hamilton,1,169,1,4
2015,8,rosberg,2,159,2,3
2015,8,vettel,3,120,3,1
2015,8,raikkonen,4,72,4,0
2015,8,bottas,5,67,5,0
2015,8,massa,6,62,6,0
2015,8,ricciardo,7,36,7,0
2015,8,kvyat,8,19,8,0
2015,8,hulkenberg,9,18,9,0
2015,8,grosjean,10,17,10,0
2015,8,nasr,11,16,11,0
2015,8,perez,12,13,12,0
2015,8,maldonado,13,12,13,0
2015,8,max_verstappen,14,10,14,0
2015,8,sainz,15,9,15,0
2015,8,ericsson,16,5,16,0
2015,8,button,17,4,17,0
2015,8,alonso,18,0,18,0
2015,8,merhi,19,0,19,0
2015,8,stevens,20,0,20,0
2015,8,kevin_magnussen,21,0,21,0
2015,9,hamilton,1,194,1,5
2015,9,rosberg,2,177,2,3
2015,9,vettel,3,135,3,1
2015,9,bottas,4,77,4,0
2015,9,raikkonen,5,76,5,0
2015,9,massa,6,74,6,0
2015,9,ricciardo,7,36,7,0
2015,9,kvyat,8,27,8,0
2015,9,hulkenberg,9,24,9,0
2015,9,grosjean,10,17,10,0
2015,9,nasr,11,16,11,0
2015,9,perez,12,15,12,0
2015,9,maldonado,13,12,13,0
2015,9,max_verstappen,14,10,14,0
2015,9,sainz,15,9,15,0
2015,9,ericsson,16,5,16,0
2015,9,button,17,4,17,0
2015,9,alonso,18,1,18,0
2015,9,merhi,19,0,19,0
2015,9,stevens,20,0,20,0
2015,9,kevin_magnussen,21,0,21,0
2015,10,hamilton,1,202,1,5
2015,10,rosberg,2,181,2,3
2015,10,vettel,3,160,3,2
2015,10,bottas,4,77,4,0
2015,10,raikkonen,5,76,5,0
2015,10,massa,6,74,6,0
2015,10,ricciardo,7,51,7,0
2015,10,kvyat,8,45,8,0
2015,10,hulkenberg,9,24,9,0
2015,10,grosjean,10,23,10,0
2015,10,max_verstappen,11,22,11,0
2015,10,nasr,12,16,12,0
2015,10,perez,13,15,13,0
2015,10,maldonado,14,12,14,0
2015,10,alonso,15,11,15,0
2015,10,sainz,16,9,16,0
2015,10,button,17,6,17,0
2015,10,ericsson,18,6,18,0
2015,10,merhi,19,0,19,0
2015,10,stevens,20,0,20,0
2015,10,kevin_magnussen,21,0,21,0
2015,11,hamilton,1,227,1,6
2015,11,rosberg,2,199,2,3
2015,11,vettel,3,160,3,2
2015,11,raikkonen,4,82,4,0
2015,11,massa,5,82,5,0
2015,11,bottas,6,79,6,0
2015,11,kvyat,7,57,7,0
2015,11,ricciardo,8,51,8,0
2015,11,grosjean,9,38,9,0
2015,11,max_verstappen,10,26,10,0
2015,11,perez,11,25,11,0
2015,11,hulkenberg,12,24,12,0
2015,11,nasr,13,16,13,0
2015,11,maldonado,14,12,14,0
2015,11,alonso,15,11,15,0
2015,11,sainz,16,9,16,0
2015,11,ericsson,17,7,17,0
2015,11,button,18,6,18,0
2015,11,merhi,19,0,19,0
2015,11,stevens,20,0,20,0
2015,11,kevin_magnussen,21,0,21,0
2015,12,hamilton,1,252,1,7
2015,12,rosberg,2,199,2,3
2015,12,vettel,3,178,3,2
2015,12,massa,4,97,4,0
2015,12,raikkonen,5,92,5,0
2015,12,bottas,6,91,6,0
2015,12,kvyat,7,58,7,0
2015,12,ricciardo,8,55,8,0
2015,12,grosjean,9,38,9,0
2015,12,perez,10,33,10,0
2015,12,hulkenberg,11,30,11,0
2015,12,max_verstappen,12,26,12,0
2015,12,nasr,13,16,13,0
2015,12,maldonado,14,12,14,0
2015,12,alonso,15,11,15,0
2015,12,sainz,16,9,16,0
2015,12,ericsson,17,9,17,0
2015,12,button,18,6,18,0
2015,12,merhi,19,0,19,0
2015,12,stevens,20,0,20,0
2015,12,kevin_magnussen,21,0,21,0
2015,13,hamilton,1,252,1,7
2015,13,rosberg,2,211,2,3
2015,13,vettel,3,203,3,3
2015,13,raikkonen,4,107,4,0
2015,13,bottas,5,101,5,0
2015,13,massa,6,97,6,0
2015,13,ricciardo,7,73,7,0
2015,13,kvyat,8,66,8,0
2015,13,perez,9,39,9,0
2015,13,grosjean,10,38,10,0
2015,13,max_verstappen,11,30,11,0
2015,13,hulkenberg,12,30,12,0
2015,13,nasr,13,17,13,0
2015,13,maldonado,14,12,14,0
2015,13,alonso,15,11,15,0
2015,13,sainz,16,11,16,0
2015,13,ericsson,17,9,17,0
2015,13,button,18,6,18,0
2015,13,merhi,19,0,19,0
2015,13,stevens,20,0,20,0
2015,13,rossi,21,0,21,0
2015,13,kevin_magnussen,22,0,22,0
2015,14,hamilton,1,277,1,8
2015,14,rosberg,2,229,2,3
2015,14,vettel,3,218,3,3
2015,14,raikkonen,4,119,4,0
2015,14,bottas,5,111,5,0
2015,14,massa,6,97,6,0
2015,14,ricciardo,7,73,7,0
2015,14,kvyat,8,66,8,0
2015,14,grosjean,9,44,9,0
2015,14,perez,10,39,10,0
2015,14,hulkenberg,11,38,11,0
2015,14,max_verstappen,12,32,12,0
2015,14,nasr,13,17,13,0
2015,14,maldonado,14,16,14,0
2015,14,sainz,15,12,15,0
2015,14,alonso,16,11,16,0
2015,14,ericsson,17,9,17,0
2015,14,button,18,6,18,0
2015,14,merhi,19,0,19,0
2015,14,stevens,20,0,20,0
2015,14,rossi,21,0,21,0
2015,14,kevin_magnussen,22,0,22,0
2015,15,hamilton,1,302,1,9
2015,15,vettel,2,236,2,3
2015,15,rosberg,3,229,3,3
2015,15,raikkonen,4,123,4,0
2015,15,bottas,5,111,5,0
2015,15,massa,6,109,6,0
2015,15,kvyat,7,76,7,0
2015,15,ricciardo,8,73,8,0
2015,15,perez,9,54,9,0
2015,15,grosjean,10,44,10,0
2015,15,hulkenberg,11,38,11,0
2015,15,max_verstappen,12,33,12,0
2015,15,nasr,13,25,13,0
2015,15,maldonado,14,22,14,0
2015,15,sainz,15,12,15,0
2015,15,alonso,16,11,16,0
2015,15,ericsson,17,9,17,0
2015,15,button,18,8,18,0
2015,15,merhi,19,0,19,0
2015,15,stevens,20,0,20,0
2015,15,rossi,21,0,21,0
2015,15,kevin_magnussen,22,0,22,0
2015,16,hamilton,1,327,1,10
2015,16,vettel,2,251,2,3
2015,16,rosberg,3,247,3,3
2015,16,raikkonen,4,123,4,0
2015,16,bottas,5,111,5,0
2015,16,massa,6,109,6,0
2015,16,kvyat,7,76,7,0
2015,16,ricciardo,8,74,8,0
2015,16,perez,9,64,9,0
2015,16,max_verstappen,10,45,10,0
2015,16,grosjean,11,44,11,0
2015,16,hulkenberg,12,38,12,0
2015,16,nasr,13,27,13,0
2015,16,maldonado,14,26,14,0
2015,16,sainz,15,18,15,0
2015,16,button,16,16,16,0
2015,16,alonso,17,11,17,0
2015,16,ericsson,18,9,18,0
2015,16,merhi,19,0,19,0
2015,16,rossi,20,0,20,0
2015,16,stevens,21,0,21,0
2015,16,kevin_magnussen,22,0,22,0
2015,17,hamilton,1,345,1,10
2015,17,rosberg,2,272,2,4
2015,17,vettel,3,251,3,3
2015,17,bottas,4,126,4,0
2015,17,raikkonen,5,123,5,0
2015,17,massa,6,117,6,0
2015,17,kvyat,7,88,7,0
2015,17,ricciardo,8,84,8,0
2015,17,perez,9,68,9,0
2015,17,max_verstappen,10,47,10,0
2015,17,grosjean,11,45,11,0
2015,17,hulkenberg,12,44,12,0
2015,17,nasr,13,27,13,0
2015,17,maldonado,14,26,14,0
2015,17,sainz,15,18,15,0
2015,17,button,16,16,16,0
2015,17,alonso,17,11,17,0
2015,17,ericsson,18,9,18,0
2015,17,merhi,19,0,19,0
2015,17,rossi,20,0,20,0
2015,17,stevens,21,0,21,0
2015,17,kevin_magnussen,22,0,22,0
2015,18,hamilton,1,363,1,10
2015,18,rosberg,2,297,2,5
2015,18,vettel,3,266,3,3
2015,18,bottas,4,136,4,0
2015,18,raikkonen,5,135,5,0
2015,18,massa,6,117,6,0
2015,18,kvyat,7,94,7,0
2015,18,ricciardo,8,84,8,0
2015,18,perez,9,68,9,0
2015,18,hulkenberg,10,52,10,0
2015,18,grosjean,11,49,11,0
2015,18,max_verstappen,12,49,12,0
2015,18,nasr,13,27,13,0
2015,18,maldonado,14,27,14,0
2015,18,sainz,15,18,15,0
2015,18,button,16,16,16,0
2015,18,alonso,17,11,17,0
2015,18,ericsson,18,9,18,0
2015,18,merhi,19,0,19,0
2015,18,rossi,20,0,20,0
2015,18,stevens,21,0,21,0
2015,18,kevin_magnussen,22,0,22,0
2015,19,hamilton,1,381,1,10
2015,19,rosberg,2,322,2,6
2015,19,vettel,3,278,3,3
2015,19,raikkonen,4,150,4,0
2015,19,bottas,5,136,5,0
2015,19,massa,6,121,6,0
2015,19,kvyat,7,95,7,0
2015,19,ricciardo,8,92,8,0
2015,19,perez,9,78,9,0
2015,19,hulkenberg,10,58,10,0
2015,19,grosjean,11,51,11,0
2015,19,max_verstappen,12,49,12,0
2015,19,nasr,13,27,13,0
2015,19,maldonado,14,27,14,0
2015,19,sainz,15,18,15,0
2015,19,button,16,16,16,0
2015,19,alonso,17,11,17,0
2015,19,ericsson,18,9,18,0
2015,19,merhi,19,0,19,0
2015,19,rossi,20,0,20,0
2015,19,stevens,21,0,21,0
2015,19,kevin_magnussen,22,0,22,0
2016,1,rosberg,1,25,1,1
2016,1,hamilton,2,18,2,0
2016,1,vettel,3,15,3,0
2016,1,ricciardo,4,12,4,0
2016,1,massa,5,10,5,0
2016,1,grosjean,6,8,6,0
2016,1,hulkenberg,7,6,7,0
2016,1,bottas,8,4,8,0
2016,1,sainz,9,2,9,0
2016,1,max_verstappen,10,1,10,0
2016,1,jolyon_palmer,11,0,11,0
2016,1,kevin_magnussen,12,0,12,0
2016,1,perez,13,0,13,0
2016,1,button,14,0,14,0
2016,1,nasr,15,0,15,0
2016,1,wehrlein,16,0,16,0
2016,1,ericsson,17,0,17,0
2016,1,raikkonen,18,0,18,0
2016,1,haryanto,19,0,19,0
2016,1,gutierrez,20,0,20,0
2016,1,alonso,21,0,21,0
2016,1,kvyat,22,0,22,0
2016,2,rosberg,1,50,1,2
2016,2,hamilton,2,33,2,0
2016,2,ricciardo,3,24,3,0
2016,2,raikkonen,4,18,4,0
2016,2,grosjean,5,18,5,0
2016,2,vettel,6,15,6,0
2016,2,massa,7,14,7,0
2016,2,max_verstappen,8,9,8,0
2016,2,hulkenberg,9,6,9,0
2016,2,kvyat,10,6,10,0
2016,2,bottas,11,6,11,0
2016,2,sainz,12,2,12,0
2016,2,vandoorne,13,1,13,0
2016,2,kevin_magnussen,14,0,14,0
2016,2,jolyon_palmer,15,0,15,0
2016,2,ericsson,16,0,16,0
2016,2,perez,17,0,17,0
2016,2,wehrlein,18,0,18,0
2016,2,nasr,19,0,19,0
2016,2,button,20,0,20,0
2016,2,haryanto,21,0,21,0
2016,2,gutierrez,22,0,22,0
2016,2,alonso,23,0,23,0
2016,3,rosberg,1,75,1,3
2016,3,hamilton,2,39,2,0
2016,3,ricciardo,3,36,3,0
2016,3,vettel,4,33,4,0
2016,3,raikkonen,5,28,5,0
2016,3,massa,6,22,6,0
2016,3,kvyat,7,21,7,0
2016,3,grosjean,8,18,8,0
2016,3,max_verstappen,9,13,9,0
2016,3,bottas,10,7,10,0
2016,3,hulkenberg,11,6,11,0
2016,3,sainz,12,4,12,0
2016,3,vandoorne,13,1,13,0
2016,3,kevin_magnussen,14,0,14,0
2016,3,perez,15,0,15,0
2016,3,jolyon_palmer,16,0,16,0
2016,3,ericsson,17,0,17,0
2016,3,alonso,18,0,18,0
2016,3,button,19,0,19,0
2016,3,wehrlein,20,0,20,0
2016,3,nasr,21,0,21,0
2016,3,gutierrez,22,0,22,0
2016,3,haryanto,23,0,23,0
2016,4,rosberg,1,100,1,4
2016,4,hamilton,2,57,2,0
2016,4,raikkonen,3,43,3,0
2016,4,ricciardo,4,36,4,0
2016,4,vettel,5,33,5,0
2016,4,massa,6,32,6,0
2016,4,grosjean,7,22,7,0
2016,4,kvyat,8,21,8,0
2016,4,bottas,9,19,9,0
2016,4,max_verstappen,10,13,10,0
2016,4,alonso,11,8,11,0
2016,4,kevin_magnussen,12,6,12,0
2016,4,hulkenberg,13,6,13,0
2016,4,sainz,14,4,14,0
2016,4,perez,15,2,15,0
2016,4,button,16,1,16,0
2016,4,vandoorne,17,1,17,0
2016,4,jolyon_palmer,18,0,18,0
2016,4,ericsson,19,0,19,0
2016,4,wehrlein,20,0,20,0
2016,4,nasr,21,0,21,0
2016,4,gutierrez,22,0,22,0
2016,4,haryanto,23,0,23,0
2016,5,rosberg,1,100,1,4
2016,5,raikkonen,2,61,2,0
2016,5,hamilton,3,57,3,0
2016,5,vettel,4,48,4,0
2016,5,ricciardo,5,48,5,0
2016,5,max_verstappen,6,38,6,1
2016,5,massa,7,36,7,0
2016,5,bottas,8,29,8,0
2016,5,kvyat,9,22,9,0
2016,5,grosjean,10,22,10,0
2016,5,sainz,11,12,11,0
2016,5,alonso,12,8,12,0
2016,5,perez,13,8,13,0
2016,5,kevin_magnussen,14,6,14,0
2016,5,hulkenberg,15,6,15,0
2016,5,button,16,3,16,0
2016,5,vandoorne,17,1,17,0
2016,5,jolyon_palmer,18,0,18,0
2016,5,gutierrez,19,0,19,0
2016,5,ericsson,20,0,20,0
2016,5,wehrlein,21,0,21,0
2016,5,nasr,22,0,22,0
2016,5,haryanto,23,0,23,0
2016,6,rosberg,1,106,1,4
2016,6,hamilton,2,82,2,1
2016,6,ricciardo,3,66,3,0
2016,6,raikkonen,4,61,4,0
2016,6,vettel,5,60,5,0
2016,6,max_verstappen,6,38,6,1
2016,6,massa,7,37,7,0
2016,6,bottas,8,29,8,0
2016,6,perez,9,23,9,0
2016,6,kvyat,10,22,10,0
2016,6,grosjean,11,22,11,0
2016,6,alonso,12,18,12,0
2016,6,sainz,13,16,13,0
2016,6,hulkenberg,14,14,14,0
2016,6,kevin_magnussen,15,6,15,0
2016,6,button,16,5,16,0
2016,6,vandoorne,17,1,17,0
2016,6,gutierrez,18,0,18,0
2016,6,jolyon_palmer,19,0,19,0
2016,6,ericsson,20,0,20,0
2016,6,wehrlein,21,0,21,0
2016,6,nasr,22,0,22,0
2016,6,haryanto,23,0,23,0
2016,7,rosberg,1,116,1,4
2016,7,hamilton,2,107,2,2
2016,7,vettel,3,78,3,0
2016,7,ricciardo,4,72,4,0
2016,7,raikkonen,5,69,5,0
2016,7,max_verstappen,6,50,6,1
2016,7,bottas,7,44,7,0
2016,7,massa,8,37,8,0
2016,7,perez,9,24,9,0
2016,7,kvyat,10,22,10,0
2016,7,grosjean,11,22,11,0
2016,7,alonso,12,18,12,0
2016,7,hulkenberg,13,18,13,0
2016,7,sainz,14,18,14,0
2016,7,kevin_magnussen,15,6,15,0
2016,7,button,16,5,16,0
2016,7,vandoorne,17,1,17,0
2016,7,gutierrez,18,0,18,0
2016,7,jolyon_palmer,19,0,19,0
2016,7,ericsson,20,0,20,0
2016,7,wehrlein,21,0,21,0
2016,7,nasr,22,0,22,0
2016,7,haryanto,23,0,23,0
2016,8,rosberg,1,141,1,5
2016,8,hamilton,2,117,2,2
2016,8,vettel,3,96,3,0
2016,8,raikkonen,4,81,4,0
2016,8,ricciardo,5,78,5,0
2016,8,max_verstappen,6,54,6,1
2016,8,bottas,7,52,7,0
2016,8,perez,8,39,8,0
2016,8,massa,9,38,9,0
2016,8,kvyat,10,22,10,0
2016,8,grosjean,11,22,11,0
2016,8,hulkenberg,12,20,12,0
2016,8,alonso,13,18,13,0
2016,8,sainz,14,18,14,0
2016,8,kevin_magnussen,15,6,15,0
2016,8,button,16,5,16,0
2016,8,vandoorne,17,1,17,0
2016,8,gutierrez,18,0,18,0
2016,8,jolyon_palmer,19,0,19,0
2016,8,ericsson,20,0,20,0
2016,8,nasr,21,0,21,0
2016,8,wehrlein,22,0,22,0
2016,8,haryanto,23,0,23,0
2016,9,rosberg,1,153,1,5
2016,9,hamilton,2,142,2,3
2016,9,vettel,3,96,3,0
2016,9,raikkonen,4,96,4,0
2016,9,ricciardo,5,88,5,0
2016,9,max_verstappen,6,72,6,1
2016,9,bottas,7,54,7,0
2016,9,perez,8,39,8,0
2016,9,massa,9,38,9,0
2016,9,grosjean,10,28,10,0
2016,9,kvyat,11,22,11,0
2016,9,sainz,12,22,12,0
2016,9,hulkenberg,13,20,13,0
2016,9,alonso,14,18,14,0
2016,9,button,15,13,15,0
2016,9,kevin_magnussen,16,6,16,0
2016,9,wehrlein,17,1,17,0
2016,9,vandoorne,18,1,18,0
2016,9,gutierrez,19,0,19,0
2016,9,jolyon_palmer,20,0,20,0
2016,9,ericsson,21,0,21,0
2016,9,nasr,22,0,22,0
2016,9,haryanto,23,0,23,0
2016,10,rosberg,1,168,1,5
2016,10,hamilton,2,167,2,4
2016,10,raikkonen,3,106,3,0
2016,10,ricciardo,4,100,4,0
2016,10,vettel,5,98,5,0
2016,10,max_verstappen,6,90,6,1
2016,10,bottas,7,54,7,0
2016,10,perez,8,47,8,0
2016,10,massa,9,38,9,0
2016,10,grosjean,10,28,10,0
2016,10,hulkenberg,11,26,11,0
2016,10,sainz,12,26,12,0
2016,10,kvyat,13,23,13,0
2016,10,alonso,14,18,14,0
2016,10,button,15,13,15,0
2016,10,kevin_magnussen,16,6,16,0
2016,10,wehrlein,17,1,17,0
2016,10,vandoorne,18,1,18,0
2016,10,gutierrez,19,0,19,0
2016,10,jolyon_palmer,20,0,20,0
2016,10,ericsson,21,0,21,0
2016,10,nasr,22,0,22,0
2016,10,haryanto,23,0,23,0
2016,11,hamilton,1,192,1,5
2016,11,rosberg,2,186,2,5
2016,11,ricciardo,3,115,3,0
2016,11,raikkonen,4,114,4,0
2016,11,vettel,5,110,5,0
2016,11,max_verstappen,6,100,6,1
2016,11,bottas,7,56,7,0
2016,11,perez,8,47,8,0
2016,11,massa,9,38,9,0
2016,11,sainz,10,30,10,0
2016,11,grosjean,11,28,11,0
2016,11,hulkenberg,12,27,12,0
2016,11,alonso,13,24,13,0
2016,11,kvyat,14,23,14,0
2016,11,button,15,13,15,0
2016,11,kevin_magnussen,16,6,16,0
2016,11,wehrlein,17,1,17,0
2016,11,vandoorne,18,1,18,0
2016,11,gutierrez,19,0,19,0
2016,11,jolyon_palmer,20,0,20,0
2016,11,ericsson,21,0,21,0
2016,11,nasr,22,0,22,0
2016,11,haryanto,23,0,23,0
2016,12,hamilton,1,217,1,6
2016,12,rosberg,2,198,2,5
2016,12,ricciardo,3,133,3,0
2016,12,raikkonen,4,122,4,0
2016,12,vettel,5,120,5,0
2016,12,max_verstappen,6,115,6,1
2016,12,bottas,7,58,7,0
2016,12,perez,8,48,8,0
2016,12,massa,9,38,9,0
2016,12,hulkenberg,10,33,10,0
2016,12,sainz,11,30,11,0
2016,12,grosjean,12,28,12,0
2016,12,alonso,13,24,13,0
2016,12,kvyat,14,23,14,0
2016,12,button,15,17,15,0
2016,12,kevin_magnussen,16,6,16,0
2016,12,wehrlein,17,1,17,0
2016,12,vandoorne,18,1,18,0
2016,12,gutierrez,19,0,19,0
2016,12,jolyon_palmer,20,0,20,0
2016,12,ericsson,21,0,21,0
2016,12,nasr,22,0,22,0
2016,12,haryanto,23,0,23,0
2016,13,hamilton,1,232,1,6
2016,13,rosberg,2,223,2,6
2016,13,ricciardo,3,151,3,0
2016,13,vettel,4,128,4,0
2016,13,raikkonen,5,124,5,0
2016,13,max_verstappen,6,115,6,1
2016,13,bottas,7,62,7,0
2016,13,perez,8,58,8,0
2016,13,hulkenberg,9,45,9,0
2016,13,massa,10,39,10,0
2016,13,alonso,11,30,11,0
2016,13,sainz,12,30,12,0
2016,13,grosjean,13,28,13,0
2016,13,kvyat,14,23,14,0
2016,13,button,15,17,15,0
2016,13,kevin_magnussen,16,6,16,0
2016,13,wehrlein,17,1,17,0
2016,13,vandoorne,18,1,18,0
2016,13,gutierrez,19,0,19,0
2016,13,jolyon_palmer,20,0,20,0
2016,13,ericsson,21,0,21,0
2016,13,nasr,22,0,22,0
2016,13,haryanto,23,0,23,0
2016,13,ocon,24,0,24,0
2016,14,hamilton,1,250,1,6
2016,14,rosberg,2,248,2,7
2016,14,ricciardo,3,161,3,0
2016,14,vettel,4,143,4,0
2016,14,raikkonen,5,136,5,0
2016,14,max_verstappen,6,121,6,1
2016,14,bottas,7,70,7,0
2016,14,perez,8,62,8,0
2016,14,hulkenberg,9,46,9,0
2016,14,massa,10,41,10,0
2016,14,alonso,11,30,11,0
2016,14,sainz,12,30,12,0
2016,14,grosjean,13,28,13,0
2016,14,kvyat,14,23,14,0
2016,14,button,15,17,15,0
2016,14,kevin_magnussen,16,6,16,0
2016,14,wehrlein,17,1,17,0
2016,14,vandoorne,18,1,18,0
2016,14,gutierrez,19,0,19,0
2016,14,jolyon_palmer,20,0,20,0
2016,14,ericsson,21,0,21,0
2016,14,nasr,22,0,22,0
2016,14,haryanto,23,0,23,0
2016,14,ocon,24,0,24,0
2016,15,rosberg,1,273,1,8
2016,15,hamilton,2,265,2,6
2016,15,ricciardo,3,179,3,0
2016,15,vettel,4,153,4,0
2016,15,raikkonen,5,148,5,0
2016,15,max_verstappen,6,129,6,1
2016,15,bottas,7,70,7,0
2016,15,perez,8,66,8,0
2016,15,hulkenberg,9,46,9,0
2016,15,massa,10,41,10,0
2016,15,alonso,11,36,11,0
2016,15,sainz,12,30,12,0
2016,15,grosjean,13,28,13,0
2016,15,kvyat,14,25,14,0
2016,15,button,15,17,15,0
2016,15,kevin_magnussen,16,7,16,0
2016,15,wehrlein,17,1,17,0
2016,15,vandoorne,18,1,18,0
2016,15,gutierrez,19,0,19,0
2016,15,jolyon_palmer,20,0,20,0
2016,15,ericsson,21,0,21,0
2016,15,nasr,22,0,22,0
2016,15,haryanto,23,0,23,0
2016,15,ocon,24,0,24,0
2016,16,rosberg,1,288,1,8
2016,16,hamilton,2,265,2,6
2016,16,ricciardo,3,204,3,1
2016,16,raikkonen,4,160,4,0
2016,16,vettel,5,153,5,0
2016,16,max_verstappen,6,147,6,1
2016,16,bottas,7,80,7,0
2016,16,perez,8,74,8,0
2016,16,hulkenberg,9,50,9,0
2016,16,alonso,10,42,10,0
2016,16,massa,11,41,11,0
2016,16,sainz,12,30,12,0
2016,16,grosjean,13,28,13,0
2016,16,kvyat,14,25,14,0
2016,16,button,15,19,15,0
2016,16,kevin_magnussen,16,7,16,0
2016,16,jolyon_palmer,17,1,17,0
2016,16,wehrlein,18,1,18,0
2016,16,vandoorne,19,1,19,0
2016,16,gutierrez,20,0,20,0
2016,16,ericsson,21,0,21,0
2016,16,nasr,22,0,22,0
2016,16,haryanto,23,0,23,0
2016,16,ocon,24,0,24,0
2016,17,rosberg,1,313,1,9
2016,17,hamilton,2,280,2,6
2016,17,ricciardo,3,212,3,1
2016,17,raikkonen,4,170,4,0
2016,17,max_verstappen,5,165,5,1
2016,17,vettel,6,165,6,0
2016,17,bottas,7,81,7,0
2016,17,perez,8,80,8,0
2016,17,hulkenberg,9,54,9,0
2016,17,massa,10,43,10,0
2016,17,alonso,11,42,11,0
2016,17,sainz,12,30,12,0
2016,17,grosjean,13,28,13,0
2016,17,kvyat,14,25,14,0
2016,17,button,15,19,15,0
2016,17,kevin_magnussen,16,7,16,0
2016,17,jolyon_palmer,17,1,17,0
2016,17,wehrlein,18,1,18,0
2016,17,vandoorne,19,1,19,0
2016,17,gutierrez,20,0,20,0
2016,17,ericsson,21,0,21,0
2016,17,nasr,22,0,22,0
2016,17,haryanto,23,0,23,0
2016,17,ocon,24,0,24,0
2016,18,rosberg,1,331,1,9
2016,18,hamilton,2,305,2,7
2016,18,ricciardo,3,227,3,1
2016,18,vettel,4,177,4,0
2016,18,raikkonen,5,170,5,0
2016,18,max_verstappen,6,165,6,1
2016,18,perez,7,84,7,0
2016,18,bottas,8,81,8,0
2016,18,hulkenberg,9,54,9,0
2016,18,alonso,10,52,10,0
2016,18,massa,11,49,11,0
2016,18,sainz,12,38,12,0
2016,18,grosjean,13,29,13,0
2016,18,kvyat,14,25,14,0
2016,18,button,15,21,15,0
2016,18,kevin_magnussen,16,7,16,0
2016,18,jolyon_palmer,17,1,17,0
2016,18,wehrlein,18,1,18,0
2016,18,vandoorne,19,1,19,0
2016,18,gutierrez,20,0,20,0
2016,18,ericsson,21,0,21,0
2016,18,nasr,22,0,22,0
2016,18,haryanto,23,0,23,0
2016,18,ocon,24,0,24,0
2016,19,rosberg,1,349,1,9
2016,19,hamilton,2,330,2,8
2016,19,ricciardo,3,242,3,1
2016,19,vettel,4,187,4,0
2016,19,raikkonen,5,178,5,0
2016,19,max_verstappen,6,177,6,1
2016,19,perez,7,85,7,0
2016,19,bottas,8,85,8,0
2016,19,hulkenberg,9,60,9,0
2016,19,alonso,10,52,10,0
2016,19,massa,11,51,11,0
2016,19,sainz,12,38,12,0
